,title,price,description,date_posted,address,url,parking,date d'emménagement,animals,area
105,Westmount magnificent stone house apt available now,1100.0,"Bachelor studio apt. charming and cozy, renovated apartment .Ground floor located in the most prestigious area of Montreal . A prime location of Quiet and very secured neighborhood. Equipped with a stove and fridge. Furnished with a double bed without mattress, a custom made very large working desk . Heat and electricity included, house internet Helix available with a fee, grocery stores and banks nearby. 10 min. Walking distance to Vendome subway and the Montreal Super Hospital. Ideal for a single person only. No smoker and no pets. 15 mins to downtown McGill university by bus.
Availability immediately. Please call 514 924 7445 for an appointment",2023-07-05 21:19:00,"Westmount, Montreal, QC H3Y 2M3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/westmount-magnificent-stone-house-apt-available-now/1665302351,0,2023-07-06 00:00:00,Non,350
106,Downtown Montreal Studio Lease Transfer,1100.0,"Unfurnished studio apartment lease transfer in downtown Montreal.
1100 CAD/month starting from September 1 to October 31 wiht a possibility to renew. All utilities included.
Underground parking available for extra $250/month.
WiFi, electricity, heating/AC
Building has a gym and swiming pool.",2023-07-04 23:46:00,"1555 René-Lévesque Boulevard West, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-montreal-studio-lease-transfer/1665217500,0,2023-09-01 00:00:00,Non,290
107,Studio A Louer | Rockhill Apartments,1237.0,Spacious apartments in Montréal's Côte-des-Neiges neighbourhood,2023-07-04 13:18:00,"4858 chemin de la Côte-des-Neiges, Montréal, QC, H3V 1G8",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-a-louer-rockhill-apartments/1665151688,0,,Oui,475
108,"Appartement 1 1/2, sous-sol studio.",890.0,"À deux minuté de métro Atwater où i l’y a plein de service, calme sous, avec caméra dans le couloirs, Table, Chase, vaisselle, poêle et frigo, micro-ondes (chauffé+éclairé) pour 890$ pour contacter textez- moi.",2023-07-04 11:26:00,"Seymour Avenue, Montréal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-1-1-2-sous-sol-studio/1665127440,0,2023-08-01 00:00:00,Non,300
109,Beautiful bachelor studio NDG (4859 Melrose) all appliances,1000.0,"Immediately available for rent a beautiful fully renovated large bachelor with
- Newly refreshed bathroom with shower
- Washer + dryer
- Oven + cooktop & extraction
- Fridge
- Dishwasher.
The Bachelor has a built-in Murphy bed & cupboards with plenty of storage.
Street parking (no resident permit required)
Will include wifi
Pictures: https://photos.app.goo.gl/iQNFyPponR4GZ7DZ7",2023-07-04 00:59:00,"Montreal, QC H3X 3P4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-bachelor-studio-ndg-4859-melrose-all-appliances/1665126020,0,2023-07-15 00:00:00,Limité,400
110,Tout Inclus Appartement a Louer A saint-Leonard ,1150.0,"Tout inclus ( Électricité,Chauffage,Eau chaude) Avec entrée Laveuse et sécheuse
- Tres beau et grand Appartement 3 1/2 a louer,Semi soul-sol à Air Ouvert..
- Tres Lumineux, ideal pour ceux qui cherche le calme et la tranquillité
- Proximité à pied : Pharmacies,épicerie,restaurent,cafés ET à 1 minute de marche Arrêt autobus 131
- Pas D’animaux
- NON Fumeur
- Pas meubler
- NOTES: Sachez qu’une Enquête de crédit ET Réference seront Exigées
Pour plus d’information (514)825-3088
",2023-07-04 00:05:00,"7165 Rue de Nouë, Montréal, H1S 2E5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tout-inclus-appartement-a-louer-a-saint-leonard/1665121190,0,2023-08-01 00:00:00,Non,1 200
111,Studio Saint-Lambert - ID 1572,995.0,,2023-07-03 19:24:00,"1550 Avenue Filion, Saint-Lambert, QC, J4R 1W5",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/studio-saint-lambert-id-1572/1665088517,0,2023-10-01 00:00:00,Non,345
112,LOOKING FOR Studio Apartment - Dog & Cat friendly,1000.0,"Hello! My name is Victoria and I am looking for an apartment for rent that is cat and dog friendly. I have a small dog under 15 lbs and a cat. I work full time and have great credit. I’m looking for an apartment in Montreal and I need it to include a fridge, stove, and preferably washer & dryer. Please contact me ASAP if you have any availability or if you know of someone who is looking to transfer their lease. ",2023-07-03 18:00:00,"QC-138, Montréal, QC, H2G 2R2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/looking-for-studio-apartment-dog-cat-friendly/1665079411,1,2023-08-01 00:00:00,Oui,725
113,New Studio August 2023,650.0,"Examples of units in the building, all similar:
streamable.com/005u4g
streamable.com/vbk2jt
streamable.com/lqdqmv",2023-07-03 17:11:00,"Montreal, QC H3S 1J1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-studio-august-2023/1653218823,1,2023-08-01 00:00:00,Limité,250
114,Studio  Saint-Lambert  August/Aout,865.0,"Studio in Saint-Lambert
Monthly rent 865$
2nd floor NO balcony
Fridge and stove included
Water included
Heating and Electricity excluded
Laundry-room in the building
Elevator in the building
Outdoor pool
Parking indoor 120$/month or outdoor 85$/month
NO pets
PM me to book a visit.
--------------
Studio à Saint-Lambert
Loyer mensuel 865$
2eme étage PAS de balcon
Réfrigérateur et cuisinière inclus
Eau inclus
Chauffage et Électricité exclus
Buanderie dans l’immeuble
Ascenseur dans l’immeuble
Piscine exterieur
Stationnement Interieur 120$/mois ou Exterieur 85$/mois
PAS d'animaux
Envoyez-moi un Message Privé pour une visite.",2023-07-03 15:07:00,"Saint-Lambert, QC J4R 1W5",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/studio-saint-lambert-august-aout/1665056705,0,2023-08-01 00:00:00,Non,345
115,Magnifique studio tout inclus à Villeray avec électros et Wi-Fi,900.0,*Les photos sont celles dune unité modèle très similaire à ceux à louer*,2023-07-03 14:36:00,"8420 Boyer, Montréal, QC, H2P 1Y3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-studio-tout-inclus-a-villeray-avec-electros-et-wi-fi/1661475779,0,2023-06-01 00:00:00,Limité,450
116,Studio tout inclus avec électroménagers et Internet à Villeray,850.0,*Les studios à louer sont similaires aux photos*,2023-07-03 14:29:00,"8498 St-André, Montréal, QC, H2P 1Y8",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-tout-inclus-avec-electromenagers-et-internet-a-villeray/1663196955,0,2023-07-01 00:00:00,Limité,375
117,Metro Sauve  3 1/2  Demi-Sous-Sol Calme et Sécuritaire,1050.0,"Disponible immediatement UN Grand 31/2 DANS LE COEUR D'AHUNSTIC L'appartement se trouve au 9915 Avenue de L'Esplanade , au Demi-Sous-Sol , tres eclairé comme en temoignent les photos. Bien situee dans le cartier Ahuntsic, pret des services et du transport en commun (a dix minutes a pied au Metro Sauvé) Ligne Autobus 121. Le quartier est connue par ses Parcs, et la Promenade Fleury, tels que la Boulangerie La Bete a Pain, Le Caviste, Frite Alors, Marche Euro, Jean Coutu, fruiterie, Desjardins, un magasin de velo et autres magasins et restaurants, le Marche Adonis a 15 minutes de marche, ainsi que le Marche central et le cinema Guzzo .
Description de l'appartement a louer : plancher est en bois franc dans la chambre les electros sont de tres bonne conditions comme neufs inclus ainsi que la laveuse et secheuse seule l'electricite et chauffage à la charge du locataire.
Pour prendre rendez vous appler au 514 502 6606 Sam des références de locations sont exigées",2023-07-03 12:07:00,"Montreal, QC H3L 2M5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-sauve-3-1-2-demi-sous-sol-calme-et-securitaire/1665040020,0,2023-07-01 00:00:00,Non,400
118,Studio apartment for swap/Studio à échanger,1081.0,*Le français suivra :,2023-07-03 01:45:00,"Montreal, QC H3H 2J6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-apartment-for-swap-studio-a-echanger/1665020994,0,2023-08-01 00:00:00,Non,700
119,Studio Sublease available August 1st up until September 1st Only,1185.0,"1555 Rene-levesque Ouest.
Located near Lucien L’allier metro station. 2 minute walk from Concordia university as well as other restaurants such as subway, mcdonalds…
Included:
Hydro and internet
24 hour security
In door pool
Gym
Study room
Pool table
Terrace near pool
Laundry room
Excluded:
Washing machine (located on the second floor in laundry room)
Dish washer
Furniture
Non-smoking house
375 sq ft apartment
The lease will start beggining of august but end on sepetmber 1st as there is someone who has already taken the apartment on september 1st for a whole year. The management of the building will take care of the papers :)",2023-07-02 20:19:00,"Boulevard René-Lévesque O, Montréal, QC H3G 0G9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-sublease-available-august-1st-up-until-september-1st-only/1664995488,0,2023-08-01 00:00:00,Limité,375
120,GRAND 2 1/2 style studio À LOUER ***FEMME SEULEMENT****,980.0,ENQUÊTE DE CRÉDIT OBLIGATOIRE,2023-07-02 18:14:00,"Montréal, QC H4A 3J1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-2-1-2-style-studio-a-louer-femme-seulement/1661883872,0,2023-06-01 00:00:00,Limité,400
121,Chateau St-Andre - Studio (1.5) Apartment for Rent,995.0,"Steps to Sherbrooke Metro, Chateau St-Andre is a sociable, friendly and welcoming bohemian building offering fully-furnished studio and bachelor apartments that reflects the typical character of Plateau Mont-Royal. Close to absolutely everything, you're sure to enjoy living in this trendy, artistic and cultural hotbed. Priced competitively, Chateau St-Andre is the perfect place to call home.",2023-07-02 14:24:00,"3431 Rue St-Andre, Montréal, QC, H2L 3V4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/chateau-st-andre-studio-1-5-apartment-for-rent/1664956898,0,,Non,215
122,LaSalle : Bachelor a Loué / Bachelor for rent,950.0,"Bachelor for rent near bus stop , park , pharmacy and grocery store , open concept , no closed bedroom space
Excellent location",2023-07-02 01:03:00,"8750 Rue Paquette, Lasalle, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lasalle-:-bachelor-a-loue-bachelor-for-rent/1664932663,0,2023-09-01 00:00:00,Non,700
123,Beautiful September 1st Studio Metro Guy-Concordia,995.0,STUDIO FOR RENT! 3 MIN FROM CONCORDIA UNIVERSITY! SUPER CENTRAL DOWNTOWN LOCATION,2023-07-02 00:07:00,"1240 Rue Du Fort, Montreal, QC, H3H 2B6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-september-1st-studio-metro-guy-concordia/1661896585,1,2023-06-01 00:00:00,Limité,Non disponible
124,"NDG Studio , furnished & all included (Sep 1)",1185.0,(Description française suit celle de l'anglais),2023-07-01 20:55:00,"Somerled Avenue, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-studio-furnished-all-included-sep-1/1664915289,0,2023-09-01 00:00:00,Non,500
125,"métro laurier, Meublé/charges incluses septembre demi sous sol",980.0,,2023-07-01 18:05:00,"5187 berri apt 6A, montreal, QC, H2J 2S4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-laurier-meuble-charges-incluses-septembre-demi-sous-sol/1664817752,0,2022-10-18 00:00:00,Non,Non disponible
126,1 1/2 Studio à NDG $880,880.0,"Immeuble propre, calme, quartier superbe, surintendant sur place. Magnifiquement rénové, ensoleillé, appartements spacieux, semi-meublés avec réfrigérateur et poêle. Immeuble sécurisé avec caméras.",2023-06-30 00:07:00,"2354 rue Mariette, Montreal, QC, H4B 2E6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-studio-a-ndg-880/1652097362,0,,Non,Non disponible
127,"1 1/2 meublé, Berri-UQAM, ETS, Concordia, McGill, CHUM",895.0,"ÉLECTRICITÉ, CHAUFFAGE, EAU-CHAUDE, CUISINIÈRE, FRIGO, MICRO-ONDE, TABLE À MANGER, BUREAU DE TRAVAIL, BIBLIOTHÈQUES,
LAMPES et plus encore sont inclus. Très propre, service de buanderie et conciergerie sur place. Très bien situé, DEUX PAS DE LA STATION DE MÉTRO
BEAUDRY (ligne verte), 10 minutes de marche de la station de métro BERRI-UQAM et de l'UQAM, 10 minutes de marche du CHUM et 10-15 minutes de
CONCORDIA, ETS, ISART DIGITAL, COLLÈGE LASALLE et MC GILL par
métro. Pharmacies, hôpitaux (CHUM, NOTRE-DAME), marchés d'alimentation,
QUARTIER DES SPECTACLES tout près.
1 1/2 complètement meublé $895.00 par mois aussi disponible 3 1/2 (1 chambre fermée) MEUBLÉ $1095.00 par mois.
POUR PLANIFIER UNE VISITE, VEUILLEZ ENVOYER UN COURRIEL
lynevanier@hotmail.com ou téléphoner au (514) 805-9254.
TO VISIT E-MAIL at lynevanier@hotmail.com or PHONE at (415) 805-9254.
HEAT, HOT WATER, ELECTRICITY is INCLUDED. STOVE, FRIDGE, MICROWAVE and MORE are provided. Shared laundry room and janitor on site.
GREAT LOCATION, 2 minutes walking distance from BEAUDRY METRO STATION (green line), 5 minutes walking distance from BERRI-UQAM METRO STATION, 10 minutes walking distance from CHUM and 10 minutes from MC
GILL and CONCORDIA university by metro.
1 1/2 ALL FURNISHED $895.00 monthly rental also available 3 1/2 (closed bedroom) ALL FURNISHED $1095.00 monthly rental.",2023-06-29 13:58:00,"Montréal, QC H2L 3E4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-meuble-berri-uqam-ets-concordia-mcgill-chum/1662335310,0,2023-06-06 00:00:00,Non,250
128,1.5 à louer - 111-50 Rue Quintin - Ville Saint-Laurent *Prime*,889.0,,2023-06-29 00:06:00,"111-50 Rue Quintin, Ville Saint-Laurent, QC, H4N 3A5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-5-a-louer-111-50-rue-quintin-ville-saint-laurent-prime/1661582005,0,2024-02-01 00:00:00,Non,500
129,"*** 2 1/2 CHAUFFÉ, RENOVÉ, CALME, PRES MÉTRO - LONGUEUIL ***",850.0,"2 ½ Rénové, chauffé, eau chaude, cuisinière et réfrigérateur inclus. Rue Joliette près du: Métro Longueuil, centre commercial (Place Longueuil) et un grand parc. Buanderie et concierge sur place. Très calme et sécurisé. Nouvelles fenêtres. Nouveau système de caméra installé. POUR PLUS D'INFORMATIONS OU VISITE: 514-926-2121. Autorisé uniquement les chats, pas de chiens. Je vous remercie. *** SVP, APELEZ POUR PLUS D'INFORMATION / SVP pas D’Email *** _____________________________________________________________________________",2023-06-28 19:42:00,"861 Rue Joliette, Longueuil, QC",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/2-1-2-chauffe-renove-calme-pres-metro-longueuil/1658742757,0,2023-07-01 00:00:00,Limité,400
130,"Tour d'Auteuil - 0 Bedroom, 1 Bathroom, Studio Apartment for Ren",1275.0,"Ideally situated in Shaughnessy Village in downtown Montréal, Les Tours d'Auteuil is located near Concordia University, Dawson College, Collège LaSalle, the Canadian Centre for Architecture and the Atwater metro station. Shaughnessy is a vibrant and eclectic neighbourhood that crackles with excitement. You'll find some of the best ramen restaurants, Korean eateries, and izakayas in the city here. There are loads of cool shops; casual bars and pubs; and an authentic, artistic atmosphere. Les Tours d'Auteuil is a 2-minute stroll from the Montréal forum. This place is fun central with a comedy club, bowling alley, video arcade, movie theatre and more. Place Alexis Nihon –where you can shop for everything from groceries, to clothes, to furniture – is a 3-minute walk.",2023-06-28 12:48:00,"2150 Boulevard de Maisonneuve Ouest, Montréal, QC, H3H 1L2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tour-dauteuil-0-bedroom-1-bathroom-studio-apartment-for-ren/1664590855,0,2023-09-01 00:00:00,Oui,400
131,STUDIO FOR RENT! 3 MIN FROM CONCORDIA UNIVERSITY!,1050.0,STUDIO FOR RENT! 3 MIN FROM CONCORDIA UNIVERSITY! SUPER CENTRAL DOWNTOWN LOCATION,2023-06-28 00:07:00,"1240 Rue Du Fort, Montreal, QC, H3H 2B6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent-3-min-from-concordia-university/1661475845,1,2023-09-01 00:00:00,Limité,Non disponible
132,STUDIO FOR RENT IN WESTMOUNT,1050.0,"Located 200 Av. Kensington in Westmount, this apartment is move-in ready. You'll love the convenience of being located in a prime area with a walking score of 92! You'll have access to a variety of stores, including grocery stores, pharmacies, and shopping centers all within walking distance. Public transportation is also easily accessible with multiple bus routes and metro stations nearby. Contact us today to schedule a visit!",2023-06-27 23:35:00,"200 Av. Kensington, Westmount, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent-in-westmount/1664560812,0,2023-07-01 00:00:00,Oui,432
133,"to,for rent,downtown Montreal,dj,Westmount,studio,bachelor",1295.0,"Appartement a louer centre ville Montreal,adjacent ,Westmount,Mont RoyalBachelor, studiowith wall A/C",2023-07-09 19:10:00,"3555 Atwater, Montreal, QC, H3H 1Y3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/to-for-rent-downtown-montreal-dj-westmount-studio-bachelor/1659419399,0,2022-09-01 00:00:00,Non,600
134,"Apartment for,to,rent,Westmount,Montreal,studio,21/2,October",1195.0,"The Hillside House is a prestigious building in Westmount, close to schools, restaurants, Metro Station and Atwater Market. Our rates and quality of apartments are unbeatable. Have to see it!",2023-07-12 20:28:00,"4400 sainte catherine ouest, Montreal, QC, H3Z 1R3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apartment-for-to-rent-westmount-montreal-studio-21-2-october/1663970623,0,2023-10-01 00:00:00,Non,380
135,"rent,ST-LÉONARD,CONDO,bachelorto,studio,21/2,21/2,OCTOBRE 2023",1100.0,RENT A NEW APARTMENT? 1 MONTH FREE on signing leases of 12 months and more!,2023-07-12 23:30:00,"8550 Viau, Saint Leonard, QC, H1R 0E5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rent-st-leonard-condo-bachelorto-studio-21-2-21-2-octobre-2023/1654701588,0,2023-10-01 00:00:00,Non,Non disponible
136,"for,to rent,downtown,Montreal,McGill,studio,21/2,september",1225.0,"Studio to rent in Downtown, near McGill.Only one available for september 2023Prestigious building located on the prestigious Avenue du Docteur-Penfield in downtown Montreal, near McGill University in the Ville-Marie borough.",2023-07-12 22:02:00,"1530 DR PENFIELD, Montreal, QC, H3G 1C1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/for-to-rent-downtown-montreal-mcgill-studio-21-2-september/1661635046,0,2023-09-01 00:00:00,Non,360
137,Renovated Studio in the Triangle,975.0,"- 10 minutes à pied du métro Plamondon
- Près des autobus 124, 161, 368 et autres
- Idéal pour les étudiants, les nouveaux arrivants ou les jeunes professionnels
- En face de Marche PA et Starbucks
- Fraîchement peint
- Lumières encastrables
- Nouveaux électroménagers en acier inoxydable
- Chauffage et eau chaude inclus
- Dernier étage
- Concierge",2023-07-10 23:46:00,"Avenue de Courtrai, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-studio-in-the-triangle/1665781481,0,2023-07-10 00:00:00,Limité,350
138,"NDG Studio , furnished & all included (Sep 1)",1185.0,(Description française suit celle de l'anglais),2023-07-01 20:55:00,"Somerled Avenue, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-studio-furnished-all-included-sep-1/1664915289,0,2023-09-01 00:00:00,Non,500
139,"métro laurier, Meublé/charges incluses septembre demi sous sol",980.0,,2023-07-01 18:05:00,"5187 berri apt 6A, montreal, QC, H2J 2S4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-laurier-meuble-charges-incluses-septembre-demi-sous-sol/1664817752,0,2022-10-18 00:00:00,Non,Non disponible
140,Appartement (3 1/2) a loué à St-Léonard (Déjà Réserve),1000.0,"Appartement avec 1 chambre et 1 salle de bain récemment rénové situé au coeur de St-Léonard
À quelques minutes de marche du transports en commun.
À proximité des écoles, centres commerciaux, épiceries, parcs, restaurants, cafés et transports en commun. Superbement situé dans un quartier accueillant et animé. Idéal pour les familles et les jeunes professionnels.",2023-06-30 16:40:00,"Rue Terbois, Saint-Léonard, QC H1S 3C9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-3-1-2-a-loue-a-st-leonard-deja-reserve/1664803447,1,2023-06-30 00:00:00,Limité,450
141,Chambre et petit salon adjacent pour fille seulement ,629.0,"Sous location de une Chambre et petit salon adjacent, semi-meublée avec un lit et garde-robe.
Situé au sous-sol d’un duplex, frigo,laveuse-sécheuse,micro-ondes(pas de cuisine, juste une Mini-cuisinette) avec un rond et lavabo
Fille sérieuse seulement,situé proche du quartier proche d’Ahunstic
Préférablement pour du long terme (minimum 6 mois et plus)
La location tout inclus pour 650$ CA
- La chambre meublée
- Laveuse et sécheuse
- L’électricité et le chauffage,
- Salle de bain commune,
- réfrigérateur
- Bureau de travail
- WIFI-internet illimité
Je suis près de tous les services, arrêt d’autobus 121 pour la ligne orange un autre pour la ligne bleu ligne 41 a 12 et 15 min du métro près du cégep Ahuntsic,de club Robillard ,du parque Frédéric Back,hôpital Fleury des épiceries Métro bibliothèque, accès à des stations BIXI
NON FUMEUSE qui collabore aux tâches ménagères et surtout une bonne référence.
Hi everyone I have a private rooms apartment available for rent (long term)
Well fully furnished rent is $650 Utilities include heater, water, Gas stove, Fridge, Microwave, electricity, in-unit also laundry Dm me for further information
Thanks",2023-06-30 10:36:00,"Rue Rancourt, Montréal, QC, H1Z2P3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/chambre-et-petit-salon-adjacent-pour-fille-seulement/1664755399,0,2023-08-01 00:00:00,Non,119
142,1 1/2 Studio à NDG $880,880.0,"Immeuble propre, calme, quartier superbe, surintendant sur place. Magnifiquement rénové, ensoleillé, appartements spacieux, semi-meublés avec réfrigérateur et poêle. Immeuble sécurisé avec caméras.",2023-06-30 00:07:00,"2354 rue Mariette, Montreal, QC, H4B 2E6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-studio-a-ndg-880/1652097362,0,,Non,Non disponible
143,"1 1/2 meublé, Berri-UQAM, ETS, Concordia, McGill, CHUM",895.0,"ÉLECTRICITÉ, CHAUFFAGE, EAU-CHAUDE, CUISINIÈRE, FRIGO, MICRO-ONDE, TABLE À MANGER, BUREAU DE TRAVAIL, BIBLIOTHÈQUES,
LAMPES et plus encore sont inclus. Très propre, service de buanderie et conciergerie sur place. Très bien situé, DEUX PAS DE LA STATION DE MÉTRO
BEAUDRY (ligne verte), 10 minutes de marche de la station de métro BERRI-UQAM et de l'UQAM, 10 minutes de marche du CHUM et 10-15 minutes de
CONCORDIA, ETS, ISART DIGITAL, COLLÈGE LASALLE et MC GILL par
métro. Pharmacies, hôpitaux (CHUM, NOTRE-DAME), marchés d'alimentation,
QUARTIER DES SPECTACLES tout près.
1 1/2 complètement meublé $895.00 par mois aussi disponible 3 1/2 (1 chambre fermée) MEUBLÉ $1095.00 par mois.
POUR PLANIFIER UNE VISITE, VEUILLEZ ENVOYER UN COURRIEL
lynevanier@hotmail.com ou téléphoner au (514) 805-9254.
TO VISIT E-MAIL at lynevanier@hotmail.com or PHONE at (415) 805-9254.
HEAT, HOT WATER, ELECTRICITY is INCLUDED. STOVE, FRIDGE, MICROWAVE and MORE are provided. Shared laundry room and janitor on site.
GREAT LOCATION, 2 minutes walking distance from BEAUDRY METRO STATION (green line), 5 minutes walking distance from BERRI-UQAM METRO STATION, 10 minutes walking distance from CHUM and 10 minutes from MC
GILL and CONCORDIA university by metro.
1 1/2 ALL FURNISHED $895.00 monthly rental also available 3 1/2 (closed bedroom) ALL FURNISHED $1095.00 monthly rental.",2023-06-29 13:58:00,"Montréal, QC H2L 3E4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-meuble-berri-uqam-ets-concordia-mcgill-chum/1662335310,0,2023-06-06 00:00:00,Non,250
144,1.5 à louer - 111-50 Rue Quintin - Ville Saint-Laurent *Prime*,889.0,,2023-06-29 00:06:00,"111-50 Rue Quintin, Ville Saint-Laurent, QC, H4N 3A5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-5-a-louer-111-50-rue-quintin-ville-saint-laurent-prime/1661582005,0,2024-02-01 00:00:00,Non,500
145,"*** 2 1/2 CHAUFFÉ, RENOVÉ, CALME, PRES MÉTRO - LONGUEUIL ***",850.0,"2 ½ Rénové, chauffé, eau chaude, cuisinière et réfrigérateur inclus. Rue Joliette près du: Métro Longueuil, centre commercial (Place Longueuil) et un grand parc. Buanderie et concierge sur place. Très calme et sécurisé. Nouvelles fenêtres. Nouveau système de caméra installé. POUR PLUS D'INFORMATIONS OU VISITE: 514-926-2121. Autorisé uniquement les chats, pas de chiens. Je vous remercie. *** SVP, APELEZ POUR PLUS D'INFORMATION / SVP pas D’Email *** _____________________________________________________________________________",2023-06-28 19:42:00,"861 Rue Joliette, Longueuil, QC",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/2-1-2-chauffe-renove-calme-pres-metro-longueuil/1658742757,0,2023-07-01 00:00:00,Limité,400
146,"Tour d'Auteuil - 0 Bedroom, 1 Bathroom, Studio Apartment for Ren",1275.0,"Ideally situated in Shaughnessy Village in downtown Montréal, Les Tours d'Auteuil is located near Concordia University, Dawson College, Collège LaSalle, the Canadian Centre for Architecture and the Atwater metro station. Shaughnessy is a vibrant and eclectic neighbourhood that crackles with excitement. You'll find some of the best ramen restaurants, Korean eateries, and izakayas in the city here. There are loads of cool shops; casual bars and pubs; and an authentic, artistic atmosphere. Les Tours d'Auteuil is a 2-minute stroll from the Montréal forum. This place is fun central with a comedy club, bowling alley, video arcade, movie theatre and more. Place Alexis Nihon –where you can shop for everything from groceries, to clothes, to furniture – is a 3-minute walk.",2023-06-28 12:48:00,"2150 Boulevard de Maisonneuve Ouest, Montréal, QC, H3H 1L2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tour-dauteuil-0-bedroom-1-bathroom-studio-apartment-for-ren/1664590855,0,2023-09-01 00:00:00,Oui,400
147,Appartement à louer /basement apartment for rent $1100.00,1100.0,"Appartement à louer pour Juillet. Cinq minutes à pied du Métro Côte-Vertu et
proche de des parcs publics, des épiceries, du Cégep Vanier et la bibliothèque de Saint-
Laurent. Espace entièrement rénové avec une salle de bains, une kitchenette et un
grand salon. Studio à concept ouvert. Nous recherchons un locataire non-fumeur et pas
d'animaux autorisés. Appartement en très bon état et très bien situé. Les candidats doivent fournir des références au moment de l'acceptation, un certificat de crédit et une lettre d'emploi. Si vous avez des questions, veuillez contacter Anitha au 438-885-7848 ou Geetha au 514-699-8287 ou par email à anitha.selv@gmail.com Merci!",2023-06-28 01:18:00,"Saint-Laurent, QC H4L 3S3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer-basement-apartment-for-rent-1100-00/1664577095,0,2023-07-02 00:00:00,Non,900
148,STUDIO FOR RENT! 3 MIN FROM CONCORDIA UNIVERSITY!,1050.0,STUDIO FOR RENT! 3 MIN FROM CONCORDIA UNIVERSITY! SUPER CENTRAL DOWNTOWN LOCATION,2023-06-28 00:07:00,"1240 Rue Du Fort, Montreal, QC, H3H 2B6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent-3-min-from-concordia-university/1661475845,1,2023-09-01 00:00:00,Limité,Non disponible
149,STUDIO FOR RENT IN WESTMOUNT,1050.0,"Located 200 Av. Kensington in Westmount, this apartment is move-in ready. You'll love the convenience of being located in a prime area with a walking score of 92! You'll have access to a variety of stores, including grocery stores, pharmacies, and shopping centers all within walking distance. Public transportation is also easily accessible with multiple bus routes and metro stations nearby. Contact us today to schedule a visit!",2023-06-27 23:35:00,"200 Av. Kensington, Westmount, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent-in-westmount/1664560812,0,2023-07-01 00:00:00,Oui,432
