,title,price,description,date_posted,address,url,parking,date d'emménagement,animals,area,location_type,location,sublocality,postal_code
83,NDG 1 Large Studio - Steps to Concordia (Loyola),975.0,"Large, bright, cozy, studio, 100m to Concordia - Loyola campus, with bus and commuter train stops around the corner (Sherbrooke and Ave. Patricia), Laundry room in the building, utilities and wifi included. - Available August 1. For further information and appointment call or text 514-434-3689 (DO NO EMAIL responses through kijiji).",2023-07-07 17:27:00,"Montreal, QC H4B 1Z1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-1-large-studio-steps-to-concordia-loyola/1665464552,0,2023-08-01 00:00:00,0,500.0,APPROXIMATE,"{'lat': 45.4562496, 'lng': -73.6444779}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H4B 1Z1
84,"2 ½ rénové, bien placé",975.0,,2023-07-07 14:30:00,"3270 Rue Goyer, Montréal, QC H3S 1J1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-renove-bien-place/1665443708,0,2023-08-01 00:00:00,1,350.0,ROOFTOP,"{'lat': 45.5054131, 'lng': -73.63425769999999}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3S 1J1
85,"2 1/2 Condo Style, Semi-Furnished, in Brossard $1,050",1050.0,"Immeuble propre, calme, quartier magnifique, surintendant(e) sur place. Magnifiquement rénové, ensoleillé, appartements spacieux, semi-meublés avec réfrigérateur et poêle. Immeuble sécurisé avec camérasà deux pas de dix30.",2023-07-07 00:08:00,"7725 Av. Trahan, Brossard, QC J4W 2Y4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-condo-style-semi-furnished-in-brossard-1-050/1659199826,1,,0,,ROOFTOP,"{'lat': 45.4584465, 'lng': -73.4843032}",Longueuil,J4W 2Y4
86,Studio meublé à 2 min du métro PieIX et Viau,1250.0,-- English below --,2023-07-06 21:42:00,"Montreal, QC H1V 3S4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-meuble-a-2-min-du-metro-pieix-et-viau/1665395682,1,2023-07-06 00:00:00,2,530.0,APPROXIMATE,"{'lat': 45.5569561, 'lng': -73.5473992}",Mercier-Hochelaga-Maisonneuve,H1V 3S4
87,*Studio Meublé appartement 409 – Disponible 1er Juillet,1045.0,Studio Meublé appartement 409  Disponible 1er Juillet,2023-07-06 00:06:00,"1980 Rue Sainte-Catherine E, Montréal, QC H2K 2H7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-meuble-appartement-409-disponible-1er-juillet/1662274753,0,2023-06-01 00:00:00,1,,ROOFTOP,"{'lat': 45.5238388, 'lng': -73.55103079999999}",Ville-Marie,H2K 2H7
88,Westmount magnificent stone house apt available now,1100.0,"Bachelor studio apt. charming and cozy, renovated apartment .Ground floor located in the most prestigious area of Montreal . A prime location of Quiet and very secured neighborhood. Equipped with a stove and fridge. Furnished with a double bed without mattress, a custom made very large working desk . Heat and electricity included, house internet Helix available with a fee, grocery stores and banks nearby. 10 min. Walking distance to Vendome subway and the Montreal Super Hospital. Ideal for a single person only. No smoker and no pets. 15 mins to downtown McGill university by bus.
Availability immediately. Please call 514 924 7445 for an appointment",2023-07-05 21:19:00,"Westmount, QC H3Y 2M3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/westmount-magnificent-stone-house-apt-available-now/1665302351,0,2023-07-06 00:00:00,0,350.0,APPROXIMATE,"{'lat': 45.4792524, 'lng': -73.6056752}",Westmount,H3Y 2M3
89,Downtown Montreal Studio Lease Transfer,1100.0,"Unfurnished studio apartment lease transfer in downtown Montreal.
1100 CAD/month starting from September 1 to October 31 wiht a possibility to renew. All utilities included.
Underground parking available for extra $250/month.
WiFi, electricity, heating/AC
Building has a gym and swiming pool.",2023-07-04 23:46:00,"1555 Boulevard René-Lévesque O, Montréal, QC H3G 0G9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-montreal-studio-lease-transfer/1665217500,0,2023-09-01 00:00:00,0,290.0,ROOFTOP,"{'lat': 45.4943024, 'lng': -73.5750145}",Ville-Marie,H3G 0G9
90,Studio A Louer | Rockhill Apartments,1237.0,Spacious apartments in Montréal's Côte-des-Neiges neighbourhood,2023-07-04 13:18:00,"4858 Chem. de la Côte des Neiges, Montréal, QC H3V 1G8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-a-louer-rockhill-apartments/1665151688,0,,2,475.0,ROOFTOP,"{'lat': 45.4950786, 'lng': -73.6146181}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3V 1G8
91,"Appartement 1 1/2, sous-sol studio.",890.0,"À deux minuté de métro Atwater où i l’y a plein de service, calme sous, avec caméra dans le couloirs, Table, Chase, vaisselle, poêle et frigo, micro-ondes (chauffé+éclairé) pour 890$ pour contacter textez- moi.",2023-07-04 11:26:00,"Av. Seymour, Montréal, QC H3H, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-1-1-2-sous-sol-studio/1665127440,0,2023-08-01 00:00:00,0,300.0,GEOMETRIC_CENTER,"{'lat': 45.4901198, 'lng': -73.5800829}",Ville-Marie,H3H
92,Beautiful bachelor studio NDG (4859 Melrose) all appliances,1000.0,"Immediately available for rent a beautiful fully renovated large bachelor with
- Newly refreshed bathroom with shower
- Washer + dryer
- Oven + cooktop & extraction
- Fridge
- Dishwasher.
The Bachelor has a built-in Murphy bed & cupboards with plenty of storage.
Street parking (no resident permit required)
Will include wifi
Pictures: https://photos.app.goo.gl/iQNFyPponR4GZ7DZ7",2023-07-04 00:59:00,"Montreal, QC H3X 3P4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-bachelor-studio-ndg-4859-melrose-all-appliances/1665126020,0,2023-07-15 00:00:00,1,400.0,APPROXIMATE,"{'lat': 45.4766365, 'lng': -73.6320878}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3X 3P4
93,Tout Inclus Appartement a Louer A saint-Leonard ,1150.0,"Tout inclus ( Électricité,Chauffage,Eau chaude) Avec entrée Laveuse et sécheuse
- Tres beau et grand Appartement 3 1/2 a louer,Semi soul-sol à Air Ouvert..
- Tres Lumineux, ideal pour ceux qui cherche le calme et la tranquillité
- Proximité à pied : Pharmacies,épicerie,restaurent,cafés ET à 1 minute de marche Arrêt autobus 131
- Pas D’animaux
- NON Fumeur
- Pas meubler
- NOTES: Sachez qu’une Enquête de crédit ET Réference seront Exigées
Pour plus d’information (514)825-3088
",2023-07-04 00:05:00,"7165 Rue de Nouë, Saint-Léonard, QC H1S 2E5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tout-inclus-appartement-a-louer-a-saint-leonard/1665121190,0,2023-08-01 00:00:00,0,,ROOFTOP,"{'lat': 45.5796546, 'lng': -73.57860769999999}",Saint-Léonard,H1S 2E5
94,Studio Saint-Lambert - ID 1572,995.0,,2023-07-03 19:24:00,"1550 Av. Filion, Saint-Lambert, QC J4R 1W5, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/studio-saint-lambert-id-1572/1665088517,0,2023-10-01 00:00:00,0,345.0,ROOFTOP,"{'lat': 45.4878963, 'lng': -73.49093010000001}",Longueuil,J4R 1W5
95,LOOKING FOR Studio Apartment - Dog & Cat friendly,1000.0,"Hello! My name is Victoria and I am looking for an apartment for rent that is cat and dog friendly. I have a small dog under 15 lbs and a cat. I work full time and have great credit. I’m looking for an apartment in Montreal and I need it to include a fridge, stove, and preferably washer & dryer. Please contact me ASAP if you have any availability or if you know of someone who is looking to transfer their lease. ",2023-07-03 18:00:00,"QC-138, Montréal, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/looking-for-studio-apartment-dog-cat-friendly/1665079411,1,2023-08-01 00:00:00,2,725.0,GEOMETRIC_CENTER,"{'lat': 45.5587079, 'lng': -73.5544424}",,
96,New Studio August 2023,650.0,"Examples of units in the building, all similar:
streamable.com/005u4g
streamable.com/vbk2jt
streamable.com/lqdqmv",2023-07-03 17:11:00,"Montreal, QC H3S 1J1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-studio-august-2023/1653218823,1,2023-08-01 00:00:00,1,250.0,APPROXIMATE,"{'lat': 45.5046427, 'lng': -73.6349721}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3S 1J1
97,Studio  Saint-Lambert  August/Aout,865.0,"Studio in Saint-Lambert
Monthly rent 865$
2nd floor NO balcony
Fridge and stove included
Water included
Heating and Electricity excluded
Laundry-room in the building
Elevator in the building
Outdoor pool
Parking indoor 120$/month or outdoor 85$/month
NO pets
PM me to book a visit.
--------------
Studio à Saint-Lambert
Loyer mensuel 865$
2eme étage PAS de balcon
Réfrigérateur et cuisinière inclus
Eau inclus
Chauffage et Électricité exclus
Buanderie dans l’immeuble
Ascenseur dans l’immeuble
Piscine exterieur
Stationnement Interieur 120$/mois ou Exterieur 85$/mois
PAS d'animaux
Envoyez-moi un Message Privé pour une visite.",2023-07-03 15:07:00,"Saint-Lambert, QC J4R 1W5, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/studio-saint-lambert-august-aout/1665056705,0,2023-08-01 00:00:00,0,345.0,APPROXIMATE,"{'lat': 45.487744, 'lng': -73.4911776}",Longueuil,J4R 1W5
98,Magnifique studio tout inclus à Villeray avec électros et Wi-Fi,900.0,*Les photos sont celles dune unité modèle très similaire à ceux à louer*,2023-07-03 14:36:00,"8420 Rue Boyer, Montréal, QC H2P 1Y3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-studio-tout-inclus-a-villeray-avec-electros-et-wi-fi/1661475779,0,2023-06-01 00:00:00,1,450.0,ROOFTOP,"{'lat': 45.5488515, 'lng': -73.6305299}",Villeray—Saint-Michel—Parc-Extension,H2P 1Y3
99,Studio tout inclus avec électroménagers et Internet à Villeray,850.0,*Les studios à louer sont similaires aux photos*,2023-07-03 14:29:00,"8498 Rue Saint-André, Montréal, QC H2P 1Y8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-tout-inclus-avec-electromenagers-et-internet-a-villeray/1663196955,0,2023-07-01 00:00:00,1,375.0,ROOFTOP,"{'lat': 45.5486289, 'lng': -73.6319092}",Villeray—Saint-Michel—Parc-Extension,H2P 1Y8
100,Metro Sauve  3 1/2  Demi-Sous-Sol Calme et Sécuritaire,1050.0,"Disponible immediatement UN Grand 31/2 DANS LE COEUR D'AHUNSTIC L'appartement se trouve au 9915 Avenue de L'Esplanade , au Demi-Sous-Sol , tres eclairé comme en temoignent les photos. Bien situee dans le cartier Ahuntsic, pret des services et du transport en commun (a dix minutes a pied au Metro Sauvé) Ligne Autobus 121. Le quartier est connue par ses Parcs, et la Promenade Fleury, tels que la Boulangerie La Bete a Pain, Le Caviste, Frite Alors, Marche Euro, Jean Coutu, fruiterie, Desjardins, un magasin de velo et autres magasins et restaurants, le Marche Adonis a 15 minutes de marche, ainsi que le Marche central et le cinema Guzzo .
Description de l'appartement a louer : plancher est en bois franc dans la chambre les electros sont de tres bonne conditions comme neufs inclus ainsi que la laveuse et secheuse seule l'electricite et chauffage à la charge du locataire.
Pour prendre rendez vous appler au 514 502 6606 Sam des références de locations sont exigées",2023-07-03 12:07:00,"Montreal, QC H3L 2M5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-sauve-3-1-2-demi-sous-sol-calme-et-securitaire/1665040020,0,2023-07-01 00:00:00,0,400.0,APPROXIMATE,"{'lat': 45.5505474, 'lng': -73.6690132}",Ahuntsic-Cartierville,H3L 2M5
101,Studio apartment for swap/Studio à échanger,1081.0,*Le français suivra :,2023-07-03 01:45:00,"Montreal, QC H3H 2J6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-apartment-for-swap-studio-a-echanger/1665020994,0,2023-08-01 00:00:00,0,700.0,APPROXIMATE,"{'lat': 45.4953222, 'lng': -73.5813589}",Ville-Marie,H3H 2J6
102,Studio Sublease available August 1st up until September 1st Only,1185.0,"1555 Rene-levesque Ouest.
Located near Lucien L’allier metro station. 2 minute walk from Concordia university as well as other restaurants such as subway, mcdonalds…
Included:
Hydro and internet
24 hour security
In door pool
Gym
Study room
Pool table
Terrace near pool
Laundry room
Excluded:
Washing machine (located on the second floor in laundry room)
Dish washer
Furniture
Non-smoking house
375 sq ft apartment
The lease will start beggining of august but end on sepetmber 1st as there is someone who has already taken the apartment on september 1st for a whole year. The management of the building will take care of the papers :)",2023-07-02 20:19:00,"Boulevard René-Lévesque O, Montréal, QC H3G, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-sublease-available-august-1st-up-until-september-1st-only/1664995488,0,2023-08-01 00:00:00,1,375.0,GEOMETRIC_CENTER,"{'lat': 45.4966265, 'lng': -73.5724088}",,H3G
103,GRAND 2 1/2 style studio À LOUER ***FEMME SEULEMENT****,980.0,ENQUÊTE DE CRÉDIT OBLIGATOIRE,2023-07-02 18:14:00,"Montreal, QC H4A 3J1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-2-1-2-style-studio-a-louer-femme-seulement/1661883872,0,2023-06-01 00:00:00,1,400.0,APPROXIMATE,"{'lat': 45.4725847, 'lng': -73.600923}",,H4A 3J1
104,Chateau St-Andre - Studio (1.5) Apartment for Rent,995.0,"Steps to Sherbrooke Metro, Chateau St-Andre is a sociable, friendly and welcoming bohemian building offering fully-furnished studio and bachelor apartments that reflects the typical character of Plateau Mont-Royal. Close to absolutely everything, you're sure to enjoy living in this trendy, artistic and cultural hotbed. Priced competitively, Chateau St-Andre is the perfect place to call home.",2023-07-02 14:24:00,"3431 Rue Saint-André, Montréal, QC H2L 3V4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/chateau-st-andre-studio-1-5-apartment-for-rent/1664956898,0,,0,215.0,ROOFTOP,"{'lat': 45.5202064, 'lng': -73.5667728}",Le Plateau-Mont-Royal,H2L 3V4
105,LaSalle : Bachelor a Loué / Bachelor for rent,950.0,"Bachelor for rent near bus stop , park , pharmacy and grocery store , open concept , no closed bedroom space
Excellent location",2023-07-02 01:03:00,"8750 Rue Paquette, LaSalle, QC H8R 2T7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lasalle-:-bachelor-a-loue-bachelor-for-rent/1664932663,0,2023-09-01 00:00:00,0,700.0,ROOFTOP,"{'lat': 45.4280009, 'lng': -73.63183769999999}",LaSalle,H8R 2T7
106,Beautiful September 1st Studio Metro Guy-Concordia,995.0,STUDIO FOR RENT! 3 MIN FROM CONCORDIA UNIVERSITY! SUPER CENTRAL DOWNTOWN LOCATION,2023-07-02 00:07:00,"1240 Rue du Fort, Montréal, QC H3H 2B7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-september-1st-studio-metro-guy-concordia/1661896585,1,2023-06-01 00:00:00,1,,ROOFTOP,"{'lat': 45.4909498, 'lng': -73.5806041}",Ville-Marie,H3H 2B7
107,"NDG Studio , furnished & all included (Sep 1)",1185.0,(Description française suit celle de l'anglais),2023-07-01 20:55:00,"Av. Somerled, Montréal, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-studio-furnished-all-included-sep-1/1664915289,0,2023-09-01 00:00:00,0,500.0,GEOMETRIC_CENTER,"{'lat': 45.4678813, 'lng': -73.6382337}",Côte-Des-Neiges—Notre-Dame-De-Grâce,
108,"métro laurier, Meublé/charges incluses septembre demi sous sol",980.0,,2023-07-01 18:05:00,"5187 Rue Berri #6a, Montréal, QC H2J 2S4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-laurier-meuble-charges-incluses-septembre-demi-sous-sol/1664817752,0,2022-10-18 00:00:00,0,,ROOFTOP,"{'lat': 45.5288841, 'lng': -73.58982759999999}",Le Plateau-Mont-Royal,H2J 2S4
109,1 1/2 Studio à NDG $880,880.0,"Immeuble propre, calme, quartier superbe, surintendant sur place. Magnifiquement rénové, ensoleillé, appartements spacieux, semi-meublés avec réfrigérateur et poêle. Immeuble sécurisé avec caméras.",2023-06-30 00:07:00,"2354 Av. Mariette, Montréal, QC H4B 2E6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-studio-a-ndg-880/1652097362,0,,0,,ROOFTOP,"{'lat': 45.4591298, 'lng': -73.6322564}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H4B 2E6
110,"1 1/2 meublé, Berri-UQAM, ETS, Concordia, McGill, CHUM",895.0,"ÉLECTRICITÉ, CHAUFFAGE, EAU-CHAUDE, CUISINIÈRE, FRIGO, MICRO-ONDE, TABLE À MANGER, BUREAU DE TRAVAIL, BIBLIOTHÈQUES,
LAMPES et plus encore sont inclus. Très propre, service de buanderie et conciergerie sur place. Très bien situé, DEUX PAS DE LA STATION DE MÉTRO
BEAUDRY (ligne verte), 10 minutes de marche de la station de métro BERRI-UQAM et de l'UQAM, 10 minutes de marche du CHUM et 10-15 minutes de
CONCORDIA, ETS, ISART DIGITAL, COLLÈGE LASALLE et MC GILL par
métro. Pharmacies, hôpitaux (CHUM, NOTRE-DAME), marchés d'alimentation,
QUARTIER DES SPECTACLES tout près.
1 1/2 complètement meublé $895.00 par mois aussi disponible 3 1/2 (1 chambre fermée) MEUBLÉ $1095.00 par mois.
POUR PLANIFIER UNE VISITE, VEUILLEZ ENVOYER UN COURRIEL
lynevanier@hotmail.com ou téléphoner au (514) 805-9254.
TO VISIT E-MAIL at lynevanier@hotmail.com or PHONE at (415) 805-9254.
HEAT, HOT WATER, ELECTRICITY is INCLUDED. STOVE, FRIDGE, MICROWAVE and MORE are provided. Shared laundry room and janitor on site.
GREAT LOCATION, 2 minutes walking distance from BEAUDRY METRO STATION (green line), 5 minutes walking distance from BERRI-UQAM METRO STATION, 10 minutes walking distance from CHUM and 10 minutes from MC
GILL and CONCORDIA university by metro.
1 1/2 ALL FURNISHED $895.00 monthly rental also available 3 1/2 (closed bedroom) ALL FURNISHED $1095.00 monthly rental.",2023-06-29 13:58:00,"Montreal, QC H2L 3E4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-meuble-berri-uqam-ets-concordia-mcgill-chum/1662335310,0,2023-06-06 00:00:00,0,250.0,APPROXIMATE,"{'lat': 45.5181859, 'lng': -73.55488869999999}",Ville-Marie,H2L 3E4
111,1.5 à louer - 111-50 Rue Quintin - Ville Saint-Laurent *Prime*,889.0,,2023-06-29 00:06:00,"50 Rue Quintin #111, Saint-Laurent, QC H4N 3A5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-5-a-louer-111-50-rue-quintin-ville-saint-laurent-prime/1661582005,0,2024-02-01 00:00:00,0,500.0,ROOFTOP,"{'lat': 45.5316262, 'lng': -73.67126429999999}",Saint-Laurent,H4N 3A5
112,"*** 2 1/2 CHAUFFÉ, RENOVÉ, CALME, PRES MÉTRO - LONGUEUIL ***",850.0,"2 ½ Rénové, chauffé, eau chaude, cuisinière et réfrigérateur inclus. Rue Joliette près du: Métro Longueuil, centre commercial (Place Longueuil) et un grand parc. Buanderie et concierge sur place. Très calme et sécurisé. Nouvelles fenêtres. Nouveau système de caméra installé. POUR PLUS D'INFORMATIONS OU VISITE: 514-926-2121. Autorisé uniquement les chats, pas de chiens. Je vous remercie. *** SVP, APELEZ POUR PLUS D'INFORMATION / SVP pas D’Email *** _____________________________________________________________________________",2023-06-28 19:42:00,"861 Rue Joliette, Longueuil, QC J4K 4V8, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/2-1-2-chauffe-renove-calme-pres-metro-longueuil/1658742757,0,2023-07-01 00:00:00,1,400.0,ROOFTOP,"{'lat': 45.526444, 'lng': -73.5043489}",Longueuil,J4K 4V8
113,"Tour d'Auteuil - 0 Bedroom, 1 Bathroom, Studio Apartment for Ren",1275.0,"Ideally situated in Shaughnessy Village in downtown Montréal, Les Tours d'Auteuil is located near Concordia University, Dawson College, Collège LaSalle, the Canadian Centre for Architecture and the Atwater metro station. Shaughnessy is a vibrant and eclectic neighbourhood that crackles with excitement. You'll find some of the best ramen restaurants, Korean eateries, and izakayas in the city here. There are loads of cool shops; casual bars and pubs; and an authentic, artistic atmosphere. Les Tours d'Auteuil is a 2-minute stroll from the Montréal forum. This place is fun central with a comedy club, bowling alley, video arcade, movie theatre and more. Place Alexis Nihon –where you can shop for everything from groceries, to clothes, to furniture – is a 3-minute walk.",2023-06-28 12:48:00,"2150 Boul. de Maisonneuve Ouest, Montréal, QC H3H 1L2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tour-dauteuil-0-bedroom-1-bathroom-studio-apartment-for-ren/1664590855,0,2023-09-01 00:00:00,2,400.0,ROOFTOP,"{'lat': 45.4915041, 'lng': -73.5839118}",Ville-Marie,H3H 1L2
114,STUDIO FOR RENT! 3 MIN FROM CONCORDIA UNIVERSITY!,1050.0,STUDIO FOR RENT! 3 MIN FROM CONCORDIA UNIVERSITY! SUPER CENTRAL DOWNTOWN LOCATION,2023-06-28 00:07:00,"1240 Rue du Fort, Montréal, QC H3H 2B7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent-3-min-from-concordia-university/1661475845,1,2023-09-01 00:00:00,1,,ROOFTOP,"{'lat': 45.4909498, 'lng': -73.5806041}",Ville-Marie,H3H 2B7
115,STUDIO FOR RENT IN WESTMOUNT,1050.0,"Located 200 Av. Kensington in Westmount, this apartment is move-in ready. You'll love the convenience of being located in a prime area with a walking score of 92! You'll have access to a variety of stores, including grocery stores, pharmacies, and shopping centers all within walking distance. Public transportation is also easily accessible with multiple bus routes and metro stations nearby. Contact us today to schedule a visit!",2023-06-27 23:35:00,"200 Av. Kensington, Westmount, QC H3Z 2G7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent-in-westmount/1664560812,0,2023-07-01 00:00:00,2,432.0,ROOFTOP,"{'lat': 45.4826093, 'lng': -73.5920472}",Westmount,H3Z 2G7
116,Appartement (3 1/2) a loué à St-Léonard (Déjà Réserve),1000.0,"Appartement avec 1 chambre et 1 salle de bain récemment rénové situé au coeur de St-Léonard
À quelques minutes de marche du transports en commun.
À proximité des écoles, centres commerciaux, épiceries, parcs, restaurants, cafés et transports en commun. Superbement situé dans un quartier accueillant et animé. Idéal pour les familles et les jeunes professionnels.",2023-06-30 16:40:00,"Rue Terbois, Saint-Léonard, QC H1S 3C9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-3-1-2-a-loue-a-st-leonard-deja-reserve/1664803447,1,2023-06-30 00:00:00,1,450.0,GEOMETRIC_CENTER,"{'lat': 45.5774795, 'lng': -73.5894031}",Saint-Léonard,H1S 3C9
117,Chambre et petit salon adjacent pour fille seulement ,629.0,"Sous location de une Chambre et petit salon adjacent, semi-meublée avec un lit et garde-robe.
Situé au sous-sol d’un duplex, frigo,laveuse-sécheuse,micro-ondes(pas de cuisine, juste une Mini-cuisinette) avec un rond et lavabo
Fille sérieuse seulement,situé proche du quartier proche d’Ahunstic
Préférablement pour du long terme (minimum 6 mois et plus)
La location tout inclus pour 650$ CA
- La chambre meublée
- Laveuse et sécheuse
- L’électricité et le chauffage,
- Salle de bain commune,
- réfrigérateur
- Bureau de travail
- WIFI-internet illimité
Je suis près de tous les services, arrêt d’autobus 121 pour la ligne orange un autre pour la ligne bleu ligne 41 a 12 et 15 min du métro près du cégep Ahuntsic,de club Robillard ,du parque Frédéric Back,hôpital Fleury des épiceries Métro bibliothèque, accès à des stations BIXI
NON FUMEUSE qui collabore aux tâches ménagères et surtout une bonne référence.
Hi everyone I have a private rooms apartment available for rent (long term)
Well fully furnished rent is $650 Utilities include heater, water, Gas stove, Fridge, Microwave, electricity, in-unit also laundry Dm me for further information
Thanks",2023-06-30 10:36:00,"Rue Rancourt, Montréal, QC H1Z 2P3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/chambre-et-petit-salon-adjacent-pour-fille-seulement/1664755399,0,2023-08-01 00:00:00,0,119.0,GEOMETRIC_CENTER,"{'lat': 45.5699736, 'lng': -73.6403052}",,H1Z 2P3
118,Appartement à louer /basement apartment for rent $1100.00,1100.0,"Appartement à louer pour Juillet. Cinq minutes à pied du Métro Côte-Vertu et
proche de des parcs publics, des épiceries, du Cégep Vanier et la bibliothèque de Saint-
Laurent. Espace entièrement rénové avec une salle de bains, une kitchenette et un
grand salon. Studio à concept ouvert. Nous recherchons un locataire non-fumeur et pas
d'animaux autorisés. Appartement en très bon état et très bien situé. Les candidats doivent fournir des références au moment de l'acceptation, un certificat de crédit et une lettre d'emploi. Si vous avez des questions, veuillez contacter Anitha au 438-885-7848 ou Geetha au 514-699-8287 ou par email à anitha.selv@gmail.com Merci!",2023-06-28 01:18:00,"Saint-Laurent, QC H4L 3S3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer-basement-apartment-for-rent-1100-00/1664577095,0,2023-07-02 00:00:00,0,900.0,APPROXIMATE,"{'lat': 45.5158773, 'lng': -73.6827376}",Saint-Laurent,H4L 3S3
119,Bachelor. 2 1/2 Le plateau,885.0,"Beau rénover 2.5 dans le cœur du plateau. Coin mont-Royal. Dans un immeuble de 13 logements. Salle de budanrie dans l’immeuble
Poêle frigo chauffage hydro eau chaude inclus. Disponible le 15juillet.
Renovated 2.5 in the heart of the plateau corner mont-royal. Located in a building of 13 units. Laundry room in the building. Fridge stove heating hydro hot water included. Available July 15 ",2023-06-27 01:21:00,"4689 Rue de la Roche, Montréal, QC H2J 3J5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bachelor-2-1-2-le-plateau/1664474922,0,2023-07-15 00:00:00,0,350.0,ROOFTOP,"{'lat': 45.53008800000001, 'lng': -73.58105189999999}",Le Plateau-Mont-Royal,H2J 3J5
120,Appartement ,850.0,"Apt 2 1/2 avec une chambre fermée, balcon, très propre, eau chaude fournie 850.00 la peinture est terminée. ",2023-06-26 19:29:00,"Rue de Bordeaux, Montréal, QC H2E 2N5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement/1664439193,0,2023-07-01 00:00:00,0,600.0,GEOMETRIC_CENTER,"{'lat': 45.5550239, 'lng': -73.6174049}",,H2E 2N5
121,Appartement 2 1/2 a louer,850.0,"2 1/2 avec chambre fermée. $850.00 par mois.
Eau chaude fournie.
Propre et ensoleillé
Aucune d’entrée laveuse et sécheuse, il y a une buanderie au sous-sol
Fenêtres, porte et Balcon neuves.
L'immeuble se situe sur Bordeaux entre Cremazie et Jarry dans secteur Villeray.
Près Maxi et autres services
Plusieurs autobus au coin
Pour rendez-vous Tel: 514 332 7958",2023-06-26 14:20:00,"Rue de Bordeaux, Montréal, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-2-1-2-a-louer/1664400525,0,2023-06-26 00:00:00,0,200.0,GEOMETRIC_CENTER,"{'lat': 45.5416177, 'lng': -73.5880182}",,
122,Just rented,995.0,Just rented,2023-06-25 16:07:00,"Chem. Queen Mary, Montréal, QC H3W 1X2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/just-rented/1663958422,0,2023-08-01 00:00:00,1,375.0,GEOMETRIC_CENTER,"{'lat': 45.487, 'lng': -73.6262563}",,H3W 1X2
